@relation hybrid_ratings

@attribute user_id numeric
@attribute item_id numeric
@attribute unknown {0, 1}
@attribute Action {0, 1}
@attribute Adventure {0, 1}
@attribute Animation {0, 1}
@attribute Childrens {0, 1}
@attribute Comedy {0, 1}
@attribute Crime {0, 1}
@attribute Documentary {0, 1}
@attribute Drama {0, 1}
@attribute Fantasy {0, 1}
@attribute FilmNoir {0, 1}
@attribute Horror {0, 1}
@attribute Musical {0, 1}
@attribute Mystery {0, 1}
@attribute Romance {0, 1}
@attribute SciFi {0, 1}
@attribute Thriller {0, 1}
@attribute War {0, 1}
@attribute Western {0, 1}
@attribute rating numeric

@data
243,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
92,1049,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
246,416,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
194,165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
241,690,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
178,248,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
254,1444,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
293,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3
127,229,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
225,237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5
299,229,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
225,480,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5
276,54,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
291,144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
222,366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
267,518,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
42,403,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
11,111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
95,625,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8,338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
162,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
87,1016,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
279,154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
145,275,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
119,1153,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5
62,498,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4
62,382,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
28,209,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4
135,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
32,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
90,382,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5
286,208,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
293,685,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
216,144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
166,328,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,5
250,496,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
271,132,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5
160,174,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
265,118,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
198,498,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
42,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5
168,151,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
110,307,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,4
58,144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
90,648,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
271,346,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
62,21,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3
279,832,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
237,514,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
94,789,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
128,485,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
298,317,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
44,195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5
264,200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
194,385,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
72,195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5
222,750,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
250,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
41,265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
224,245,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3
82,135,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,3
262,1147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
293,471,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
216,658,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
250,140,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
59,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5
286,379,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
244,815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
7,479,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4
174,368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,274,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
194,1211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
82,1134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
13,836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
13,272,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
244,756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
305,427,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
95,787,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
43,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
299,955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
57,419,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3
84,405,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
269,504,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
299,111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
194,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
160,135,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4
99,268,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
10,486,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
259,117,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
85,427,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
303,919,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
213,273,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5
121,514,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
90,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5
49,559,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
42,794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
155,323,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
68,117,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
172,177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
19,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
268,231,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
305,117,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
44,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
43,137,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
279,1336,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
80,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
254,164,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
298,281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
279,1240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
66,298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
18,443,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
268,1035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
99,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
13,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
26,258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
7,455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
222,755,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4
200,673,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5
119,328,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4
213,172,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,5
276,322,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
94,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
130,379,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
38,328,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4
160,719,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3
293,1267,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
26,930,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
130,216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
92,1079,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3
256,452,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
72,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
56,755,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
13,360,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
15,405,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
92,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
207,476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
292,174,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
232,483,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5
251,748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
224,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
181,220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
259,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
305,471,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
52,280,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
161,202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5
148,408,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5
125,235,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
97,228,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
58,1098,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
83,234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
90,347,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
272,178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
194,181,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3
125,478,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
110,688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
299,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
151,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5
269,127,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
6,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5
54,106,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
303,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5
16,944,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
301,790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
276,1091,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
305,214,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2
194,1028,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
91,323,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
87,554,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
294,109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4
286,171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4
200,318,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5
229,328,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
178,568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
303,842,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
62,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
207,591,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
92,172,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,4
301,401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
36,339,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
70,746,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
63,242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
28,201,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
279,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
250,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4
14,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
299,1018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
194,54,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
303,815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
119,237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5
295,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
268,930,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
268,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
66,258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4
233,202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5
83,623,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
214,334,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3
192,476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100,344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
268,145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
301,56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
307,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
234,141,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
83,576,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
181,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
297,133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4
38,153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
7,382,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
264,813,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
181,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
201,146,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
85,507,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
269,367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
59,468,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
286,143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
193,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
113,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
292,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5
130,1014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
275,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
189,520,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
219,82,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
218,209,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,5
123,427,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
119,222,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
158,177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
222,118,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
302,322,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
279,501,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
301,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
181,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
